,categoria_produto,data_compra,produto_nome
4832,gadgets,2020/09/16,Celular Plus X42
4833,eletrodomesticos,2020/09/16,Lava louças
4834,eletrodomesticos,2020/09/16,Lava louças
4835,instrumentos musicais,2020/09/16,Pandeiro
4836,esporte e lazer,2020/09/16,Corda de pular
4837,brinquedos,2020/09/16,Xadrez de madeira
4838,gadgets,2021/09/16,Smart TV
4839,moveis,2021/09/16,Mesa de jantar
4840,eletrodomesticos,2021/09/16,Secadora de roupas
4841,gadgets,2021/09/16,TV Led UHD 4K
4842,brinquedos,2022/09/16,Xadrez de madeira
4843,livros,2022/09/16,Dashboards com Power BI
4844,gadgets,2022/09/16,Fone de ouvido
4845,livros,2020/10/16,Iniciando em programação
4846,eletrodomesticos,2020/10/16,Geladeira
4847,eletrodomesticos,2020/10/16,Micro-ondas
4848,esporte e lazer,2020/10/16,Mochila
4849,instrumentos musicais,2020/10/16,Pandeiro
4850,instrumentos musicais,2020/10/16,Pandeiro
4851,gadgets,2020/10/16,Celular ABXY
4852,eletrodomesticos,2020/10/16,Fogão
4853,instrumentos musicais,2020/10/16,Pandeiro
4854,eletrodomesticos,2021/10/16,Lavadora de roupas
4855,brinquedos,2021/10/16,Carrinho controle remoto
4856,brinquedos,2021/10/16,Dinossauro Rex
4857,instrumentos musicais,2021/10/16,Pandeiro
4858,eletrodomesticos,2021/10/16,Fogão
4859,esporte e lazer,2021/10/16,Bola de basquete
4860,moveis,2021/10/16,Poltrona
4861,instrumentos musicais,2021/10/16,Bateria
4862,instrumentos musicais,2021/10/16,Violão
4863,gadgets,2021/10/16,Celular ABXY
4864,moveis,2021/10/16,Mesa de centro
4865,gadgets,2021/10/16,TV Led UHD 4K
4866,moveis,2021/10/16,Guarda roupas
4867,esporte e lazer,2021/10/16,Bola de basquete
4868,moveis,2022/10/16,Sofá retrátil
4869,gadgets,2022/10/16,Impressora
4870,moveis,2022/10/16,Guarda roupas
4871,livros,2022/10/16,Iniciando em programação
4872,utilidades domesticas,2022/10/16,Jogo de panelas
4873,utilidades domesticas,2020/11/16,Panela de pressão
4874,gadgets,2020/11/16,Smart TV
4875,utilidades domesticas,2020/11/16,Panela de pressão
4876,gadgets,2020/11/16,Smartwatch
4877,moveis,2020/11/16,Sofá retrátil
4878,livros,2021/11/16,Modelagem preditiva
4879,gadgets,2021/11/16,Smart TV
4880,gadgets,2021/11/16,Tablet ABXY
4881,gadgets,2021/11/16,Assistente virtual
4882,brinquedos,2021/11/16,Xadrez de madeira
4883,gadgets,2021/11/16,Celular ABXY
4884,instrumentos musicais,2021/11/16,Bateria
4885,gadgets,2021/11/16,Celular Plus X42
4886,eletrodomesticos,2021/11/16,Lava louças
4887,instrumentos musicais,2022/11/16,Violão
4888,instrumentos musicais,2022/11/16,Violão
4889,gadgets,2022/11/16,Celular ABXY
4890,livros,2022/11/16,Dashboards com Power BI
4891,moveis,2022/11/16,Cama box
4892,utilidades domesticas,2022/11/16,Panela de pressão
4893,instrumentos musicais,2022/11/16,Bateria
4894,livros,2020/12/16,Ciência de dados com python
4895,esporte e lazer,2020/12/16,Bola de vôlei
4896,brinquedos,2020/12/16,Jogo de tabuleiro
4897,moveis,2020/12/16,Guarda roupas
4898,moveis,2020/12/16,Mesa de jantar
4899,utilidades domesticas,2020/12/16,Faqueiro
4900,moveis,2020/12/16,Guarda roupas
4901,livros,2020/12/16,Ciência de dados com python
4902,livros,2020/12/16,Dashboards com Power BI
4903,gadgets,2020/12/16,Smartwatch
4904,moveis,2021/12/16,Sofá retrátil
4905,moveis,2021/12/16,Sofá retrátil
4906,moveis,2021/12/16,Cadeira de escritório
4907,moveis,2021/12/16,Cama box
4908,utilidades domesticas,2021/12/16,Jogo de copos
4909,livros,2021/12/16,Modelagem preditiva
4910,moveis,2022/12/16,Poltrona
4911,brinquedos,2022/12/16,Jogo de tabuleiro
4912,livros,2022/12/16,Iniciando em programação
4913,moveis,2022/12/16,Cama king
4914,gadgets,2022/12/16,Headset
4915,eletrodomesticos,2022/12/16,Lava louças
4916,utilidades domesticas,2022/12/16,Jogo de copos
4917,gadgets,2020/01/17,TV Led UHD 4K
4918,utilidades domesticas,2020/01/17,Panela de pressão
4919,livros,2020/01/17,Dashboards com Power BI
4920,esporte e lazer,2020/01/17,Bola de basquete
4921,eletrodomesticos,2020/01/17,Secadora de roupas
4922,gadgets,2020/01/17,Fone de ouvido
4923,moveis,2020/01/17,Mesa de jantar
4924,esporte e lazer,2020/01/17,Copo térmico
4925,livros,2021/01/17,Dashboards com Power BI
4926,gadgets,2021/01/17,Celular Plus X42
4927,gadgets,2021/01/17,Headset
4928,instrumentos musicais,2021/01/17,Bateria
4929,utilidades domesticas,2021/01/17,Jogo de panelas
4930,livros,2021/01/17,Dashboards com Power BI
4931,esporte e lazer,2021/01/17,Copo térmico
4932,moveis,2021/01/17,Cadeira de escritório
4933,brinquedos,2021/01/17,Jogo de tabuleiro
4934,eletrodomesticos,2022/01/17,Secadora de roupas
4935,gadgets,2022/01/17,Smart TV
4936,gadgets,2022/01/17,Celular ABXY
4937,instrumentos musicais,2022/01/17,Bateria
4938,brinquedos,2022/01/17,Blocos de montar
4939,gadgets,2022/01/17,Celular ABXY
4940,esporte e lazer,2022/01/17,Bicicleta
4941,utilidades domesticas,2022/01/17,Faqueiro
4942,utilidades domesticas,2023/01/17,Jogo de panelas
4943,moveis,2023/01/17,Cadeira de escritório
4944,gadgets,2023/01/17,Celular ABXY
4945,utilidades domesticas,2023/01/17,Jogo de panelas
4946,instrumentos musicais,2023/01/17,Guitarra
4947,brinquedos,2023/01/17,Dinossauro Rex
4948,moveis,2023/01/17,Poltrona
4949,gadgets,2023/01/17,Fone de ouvido
4950,eletrodomesticos,2023/01/17,Fogão
4951,gadgets,2023/01/17,Impressora
4952,eletrodomesticos,2020/02/17,Micro-ondas
4953,moveis,2020/02/17,Cômoda
4954,gadgets,2020/02/17,Assistente virtual
4955,utilidades domesticas,2020/02/17,Jogo de panelas
4956,eletrodomesticos,2020/02/17,Lavadora de roupas
4957,eletrodomesticos,2020/02/17,Secadora de roupas
4958,moveis,2020/02/17,Guarda roupas
4959,gadgets,2020/02/17,Smart TV
4960,gadgets,2020/02/17,Celular Plus X42
4961,brinquedos,2020/02/17,Jogo de tabuleiro
4962,gadgets,2020/02/17,Headset
4963,gadgets,2020/02/17,Smartwatch
4964,moveis,2020/02/17,Kit banquetas
4965,livros,2021/02/17,Iniciando em programação
4966,livros,2021/02/17,Ciência de dados com python
4967,moveis,2021/02/17,Mesa de jantar
4968,moveis,2021/02/17,Mesa de centro
4969,instrumentos musicais,2021/02/17,Guitarra
4970,gadgets,2021/02/17,Assistente virtual
4971,eletrodomesticos,2021/02/17,Lava louças
4972,moveis,2021/02/17,Cômoda
4973,eletrodomesticos,2022/02/17,Geladeira
4974,gadgets,2022/02/17,Impressora
4975,utilidades domesticas,2022/02/17,Panela de pressão
4976,gadgets,2022/02/17,Smartwatch
4977,moveis,2023/02/17,Cômoda
4978,esporte e lazer,2023/02/17,Copo térmico
4979,utilidades domesticas,2023/02/17,Jogo de panelas
4980,eletrodomesticos,2023/02/17,Fogão
4981,moveis,2023/02/17,Guarda roupas
4982,eletrodomesticos,2023/02/17,Lava louças
4983,gadgets,2023/02/17,Celular Plus X42
4984,instrumentos musicais,2020/03/17,Bateria
4985,eletrodomesticos,2020/03/17,Fogão
4986,gadgets,2020/03/17,Headset
4987,gadgets,2020/03/17,Smartwatch
4988,gadgets,2020/03/17,Impressora
4989,eletrodomesticos,2020/03/17,Secadora de roupas
4990,gadgets,2020/03/17,Tablet ABXY
4991,utilidades domesticas,2020/03/17,Jogo de copos
4992,eletrodomesticos,2020/03/17,Micro-ondas
4993,eletrodomesticos,2021/03/17,Fogão
4994,moveis,2021/03/17,Cama box
4995,instrumentos musicais,2021/03/17,Pandeiro
4996,moveis,2021/03/17,Kit banquetas
4997,livros,2021/03/17,Dashboards com Power BI
4998,moveis,2022/03/17,Poltrona
4999,livros,2022/03/17,Iniciando em programação
5000,utilidades domesticas,2022/03/17,Jogo de copos
5001,moveis,2022/03/17,Mesa de jantar
5002,moveis,2022/03/17,Cômoda
5003,eletrodomesticos,2022/03/17,Secadora de roupas
5004,instrumentos musicais,2022/03/17,Bateria
5005,utilidades domesticas,2022/03/17,Jogo de panelas
5006,moveis,2022/03/17,Cômoda
5007,esporte e lazer,2023/03/17,Bola de basquete
5008,moveis,2023/03/17,Mesa de jantar
5009,livros,2023/03/17,Modelagem preditiva
5010,livros,2023/03/17,Ciência de dados com python
5011,brinquedos,2023/03/17,Dinossauro Rex
5012,gadgets,2023/03/17,Smartwatch
5013,eletrodomesticos,2023/03/17,Geladeira
5014,livros,2020/04/17,Dashboards com Power BI
5015,gadgets,2020/04/17,TV Led UHD 4K
5016,livros,2020/04/17,Modelagem preditiva
5017,utilidades domesticas,2020/04/17,Jogo de panelas
5018,instrumentos musicais,2020/04/17,Pandeiro
5019,brinquedos,2021/04/17,Carrinho controle remoto
5020,eletrodomesticos,2021/04/17,Micro-ondas
5021,utilidades domesticas,2021/04/17,Jogo de panelas
5022,livros,2021/04/17,Modelagem preditiva
5023,eletrodomesticos,2021/04/17,Geladeira
5024,moveis,2021/04/17,Sofá retrátil
5025,moveis,2022/04/17,Kit banquetas
5026,moveis,2022/04/17,Cama king
5027,livros,2022/04/17,Modelagem preditiva
5028,utilidades domesticas,2022/04/17,Panela de pressão
5029,gadgets,2022/04/17,Celular ABXY
5030,moveis,2022/04/17,Cama box
5031,brinquedos,2022/04/17,Cubo mágico 8x8
5032,moveis,2022/04/17,Poltrona
5033,moveis,2020/05/17,Mesa de jantar
5034,gadgets,2020/05/17,Impressora
5035,gadgets,2020/05/17,TV Led UHD 4K
5036,eletrodomesticos,2020/05/17,Micro-ondas
5037,instrumentos musicais,2020/05/17,Guitarra
5038,esporte e lazer,2020/05/17,Bola de basquete
5039,brinquedos,2020/05/17,Xadrez de madeira
5040,moveis,2020/05/17,Cadeira de escritório
5041,moveis,2020/05/17,Cômoda
5042,moveis,2020/05/17,Guarda roupas
5043,gadgets,2021/05/17,Fone de ouvido
5044,esporte e lazer,2021/05/17,Copo térmico
5045,gadgets,2021/05/17,TV Led UHD 4K
5046,gadgets,2021/05/17,Fone de ouvido
5047,gadgets,2021/05/17,Assistente virtual
5048,eletrodomesticos,2021/05/17,Micro-ondas
5049,eletrodomesticos,2021/05/17,Lava louças
5050,gadgets,2021/05/17,Celular Plus X42
5051,moveis,2022/05/17,Cadeira de escritório
5052,livros,2022/05/17,Dashboards com Power BI
5053,esporte e lazer,2022/05/17,Mochila
5054,eletrodomesticos,2022/05/17,Micro-ondas
5055,gadgets,2022/05/17,Smart TV
5056,brinquedos,2022/05/17,Xadrez de madeira
5057,utilidades domesticas,2020/06/17,Panela de pressão
5058,eletrodomesticos,2020/06/17,Lava louças
5059,esporte e lazer,2020/06/17,Bola de basquete
5060,brinquedos,2020/06/17,Jogo de tabuleiro
5061,utilidades domesticas,2020/06/17,Faqueiro
5062,moveis,2020/06/17,Mesa de centro
5063,gadgets,2020/06/17,Headset
5064,gadgets,2020/06/17,Celular Plus X42
5065,eletrodomesticos,2020/06/17,Lavadora de roupas
5066,instrumentos musicais,2020/06/17,Violão
5067,utilidades domesticas,2021/06/17,Panela de pressão
5068,livros,2021/06/17,Modelagem preditiva
5069,gadgets,2021/06/17,Assistente virtual
5070,gadgets,2021/06/17,Headset
5071,utilidades domesticas,2021/06/17,Jogo de panelas
5072,gadgets,2021/06/17,Smart TV
5073,esporte e lazer,2021/06/17,Copo térmico
5074,instrumentos musicais,2021/06/17,Guitarra
5075,moveis,2022/06/17,Guarda roupas
5076,esporte e lazer,2022/06/17,Copo térmico
5077,utilidades domesticas,2022/06/17,Panela de pressão
5078,gadgets,2020/07/17,TV Led UHD 4K
5079,moveis,2020/07/17,Kit banquetas
5080,esporte e lazer,2020/07/17,Bicicleta
5081,eletrodomesticos,2020/07/17,Lavadora de roupas
5082,gadgets,2020/07/17,Celular ABXY
5083,moveis,2020/07/17,Mesa de jantar
5084,moveis,2020/07/17,Cômoda
5085,eletrodomesticos,2021/07/17,Fogão
5086,instrumentos musicais,2021/07/17,Bateria
5087,livros,2021/07/17,Dashboards com Power BI
5088,eletrodomesticos,2021/07/17,Fogão
5089,eletrodomesticos,2021/07/17,Fogão
5090,utilidades domesticas,2021/07/17,Panela de pressão
5091,brinquedos,2021/07/17,Carrinho controle remoto
5092,livros,2021/07/17,Iniciando em programação
5093,utilidades domesticas,2022/07/17,Faqueiro
5094,gadgets,2022/07/17,Impressora
5095,utilidades domesticas,2022/07/17,Jogo de panelas
5096,moveis,2022/07/17,Cômoda
5097,esporte e lazer,2022/07/17,Bola de vôlei
5098,instrumentos musicais,2022/07/17,Bateria
5099,instrumentos musicais,2022/07/17,Violão
5100,brinquedos,2022/07/17,Xadrez de madeira
5101,instrumentos musicais,2022/07/17,Bateria
5102,instrumentos musicais,2020/08/17,Guitarra
5103,gadgets,2020/08/17,Impressora
5104,esporte e lazer,2020/08/17,Bola de vôlei
5105,instrumentos musicais,2020/08/17,Pandeiro
5106,gadgets,2020/08/17,Smart TV
5107,instrumentos musicais,2020/08/17,Violão
5108,brinquedos,2020/08/17,Carrinho controle remoto
5109,eletrodomesticos,2020/08/17,Geladeira
5110,brinquedos,2020/08/17,Cubo mágico 8x8
5111,eletrodomesticos,2020/08/17,Secadora de roupas
5112,brinquedos,2020/08/17,Carrinho controle remoto
5113,utilidades domesticas,2020/08/17,Jogo de copos
5114,livros,2020/08/17,Dashboards com Power BI
5115,moveis,2021/08/17,Cômoda
5116,moveis,2021/08/17,Cadeira de escritório
5117,moveis,2021/08/17,Cômoda
5118,livros,2021/08/17,Ciência de dados com python
5119,gadgets,2021/08/17,Celular Plus X42
5120,brinquedos,2021/08/17,Boneca bebê
5121,gadgets,2021/08/17,Tablet ABXY
5122,moveis,2022/08/17,Cama box
5123,brinquedos,2022/08/17,Dinossauro Rex
5124,brinquedos,2022/08/17,Blocos de montar
5125,esporte e lazer,2022/08/17,Bicicleta
5126,moveis,2022/08/17,Sofá retrátil
5127,gadgets,2022/08/17,Smart TV
5128,esporte e lazer,2022/08/17,Corda de pular
5129,utilidades domesticas,2022/08/17,Panela de pressão
5130,brinquedos,2022/08/17,Carrinho controle remoto
5131,gadgets,2022/08/17,Headset
5132,gadgets,2022/08/17,Headset
5133,esporte e lazer,2020/09/17,Bola de vôlei
5134,gadgets,2020/09/17,Assistente virtual
5135,utilidades domesticas,2020/09/17,Panela de pressão
5136,esporte e lazer,2020/09/17,Bicicleta
5137,gadgets,2020/09/17,Tablet ABXY
5138,eletrodomesticos,2020/09/17,Secadora de roupas
5139,brinquedos,2021/09/17,Blocos de montar
5140,moveis,2021/09/17,Cômoda
5141,utilidades domesticas,2021/09/17,Jogo de copos
5142,instrumentos musicais,2021/09/17,Guitarra
5143,moveis,2021/09/17,Cadeira de escritório
5144,esporte e lazer,2021/09/17,Corda de pular
5145,livros,2022/09/17,Iniciando em programação
5146,esporte e lazer,2022/09/17,Copo térmico
5147,brinquedos,2022/09/17,Cubo mágico 8x8
5148,brinquedos,2022/09/17,Xadrez de madeira
5149,gadgets,2022/09/17,Assistente virtual
5150,brinquedos,2022/09/17,Blocos de montar
5151,instrumentos musicais,2022/09/17,Bateria
5152,eletrodomesticos,2022/09/17,Fogão
5153,brinquedos,2022/09/17,Jogo de tabuleiro
5154,esporte e lazer,2020/10/17,Bicicleta
5155,gadgets,2020/10/17,Smart TV
5156,gadgets,2020/10/17,Celular ABXY
5157,gadgets,2020/10/17,TV Led UHD 4K
5158,moveis,2020/10/17,Kit banquetas
5159,esporte e lazer,2020/10/17,Bola de basquete
5160,esporte e lazer,2021/10/17,Bola de vôlei
5161,brinquedos,2021/10/17,Blocos de montar
5162,esporte e lazer,2021/10/17,Bicicleta
5163,moveis,2021/10/17,Cadeira de escritório
5164,eletrodomesticos,2021/10/17,Geladeira
5165,eletrodomesticos,2021/10/17,Lavadora de roupas
5166,gadgets,2021/10/17,Headset
5167,instrumentos musicais,2022/10/17,Guitarra
5168,moveis,2022/10/17,Cômoda
5169,gadgets,2022/10/17,TV Led UHD 4K
5170,moveis,2022/10/17,Mesa de centro
5171,esporte e lazer,2022/10/17,Copo térmico
5172,esporte e lazer,2022/10/17,Bola de vôlei
5173,eletrodomesticos,2022/10/17,Micro-ondas
5174,moveis,2020/11/17,Cama box
5175,instrumentos musicais,2020/11/17,Bateria
5176,livros,2020/11/17,Modelagem preditiva
5177,utilidades domesticas,2020/11/17,Panela de pressão
5178,instrumentos musicais,2020/11/17,Bateria
5179,eletrodomesticos,2020/11/17,Fogão
5180,brinquedos,2020/11/17,Dinossauro Rex
5181,instrumentos musicais,2021/11/17,Bateria
5182,moveis,2021/11/17,Cômoda
5183,moveis,2021/11/17,Poltrona
5184,eletrodomesticos,2021/11/17,Lava louças
5185,gadgets,2021/11/17,Impressora
5186,gadgets,2021/11/17,TV Led UHD 4K
5187,gadgets,2021/11/17,TV Led UHD 4K
5188,esporte e lazer,2021/11/17,Bicicleta
5189,brinquedos,2021/11/17,Carrinho controle remoto
5190,gadgets,2021/11/17,Fone de ouvido
5191,esporte e lazer,2021/11/17,Corda de pular
5192,brinquedos,2021/11/17,Boneca bebê
5193,eletrodomesticos,2021/11/17,Secadora de roupas
5194,moveis,2021/11/17,Kit banquetas
5195,moveis,2022/11/17,Sofá retrátil
5196,gadgets,2022/11/17,TV Led UHD 4K
5197,esporte e lazer,2022/11/17,Bola de basquete
5198,gadgets,2022/11/17,Celular Plus X42
5199,moveis,2022/11/17,Mesa de jantar
5200,livros,2022/11/17,Modelagem preditiva
5201,instrumentos musicais,2022/11/17,Bateria
5202,gadgets,2020/12/17,Celular ABXY
5203,gadgets,2020/12/17,Smart TV
5204,gadgets,2020/12/17,TV Led UHD 4K
5205,livros,2020/12/17,Dashboards com Power BI
5206,brinquedos,2020/12/17,Carrinho controle remoto
5207,moveis,2020/12/17,Sofá retrátil
5208,livros,2020/12/17,Dashboards com Power BI
5209,gadgets,2020/12/17,Tablet ABXY
5210,esporte e lazer,2020/12/17,Bola de vôlei
5211,esporte e lazer,2021/12/17,Bicicleta
5212,livros,2021/12/17,Modelagem preditiva
5213,instrumentos musicais,2021/12/17,Guitarra
5214,eletrodomesticos,2021/12/17,Secadora de roupas
5215,brinquedos,2021/12/17,Carrinho controle remoto
5216,brinquedos,2021/12/17,Cubo mágico 8x8
5217,instrumentos musicais,2021/12/17,Pandeiro
5218,eletrodomesticos,2021/12/17,Fogão
5219,esporte e lazer,2021/12/17,Bola de vôlei
5220,brinquedos,2022/12/17,Boneca bebê
5221,eletrodomesticos,2022/12/17,Micro-ondas
5222,utilidades domesticas,2022/12/17,Jogo de panelas
5223,eletrodomesticos,2022/12/17,Secadora de roupas
5224,brinquedos,2022/12/17,Dinossauro Rex
5225,esporte e lazer,2022/12/17,Bola de vôlei
5226,eletrodomesticos,2022/12/17,Geladeira
5227,gadgets,2022/12/17,Impressora
5228,esporte e lazer,2022/12/17,Mochila
5229,moveis,2020/01/18,Cômoda
5230,gadgets,2020/01/18,Tablet ABXY
5231,esporte e lazer,2020/01/18,Bola de vôlei
5232,instrumentos musicais,2020/01/18,Guitarra
5233,gadgets,2020/01/18,Tablet ABXY
5234,eletrodomesticos,2020/01/18,Micro-ondas
5235,moveis,2020/01/18,Poltrona
5236,livros,2020/01/18,Iniciando em programação
5237,instrumentos musicais,2020/01/18,Violão
5238,instrumentos musicais,2021/01/18,Bateria
5239,instrumentos musicais,2021/01/18,Bateria
5240,esporte e lazer,2021/01/18,Bicicleta
5241,moveis,2021/01/18,Cama box
5242,livros,2021/01/18,Iniciando em programação
5243,moveis,2021/01/18,Guarda roupas
5244,moveis,2022/01/18,Mesa de jantar
5245,moveis,2022/01/18,Cama box
5246,esporte e lazer,2022/01/18,Bola de basquete
5247,moveis,2022/01/18,Cama box
5248,gadgets,2022/01/18,Smart TV
5249,gadgets,2023/01/18,TV Led UHD 4K
5250,utilidades domesticas,2023/01/18,Jogo de copos
5251,moveis,2023/01/18,Mesa de jantar
5252,instrumentos musicais,2023/01/18,Violão
5253,moveis,2023/01/18,Cama king
5254,moveis,2023/01/18,Sofá retrátil
5255,utilidades domesticas,2023/01/18,Panela de pressão
5256,instrumentos musicais,2020/02/18,Violão
5257,eletrodomesticos,2020/02/18,Fogão
5258,gadgets,2020/02/18,TV Led UHD 4K
5259,brinquedos,2020/02/18,Dinossauro Rex
5260,moveis,2020/02/18,Cama box
5261,brinquedos,2020/02/18,Boneca bebê
5262,moveis,2021/02/18,Cômoda
5263,esporte e lazer,2021/02/18,Bola de basquete
5264,moveis,2021/02/18,Sofá retrátil
5265,gadgets,2021/02/18,Smart TV
5266,eletrodomesticos,2021/02/18,Secadora de roupas
5267,gadgets,2021/02/18,Celular Plus X42
5268,brinquedos,2021/02/18,Cubo mágico 8x8
5269,esporte e lazer,2021/02/18,Copo térmico
5270,instrumentos musicais,2021/02/18,Violão
5271,instrumentos musicais,2021/02/18,Violão
5272,gadgets,2022/02/18,Smart TV
5273,moveis,2022/02/18,Sofá retrátil
5274,moveis,2022/02/18,Cama box
5275,esporte e lazer,2022/02/18,Bola de basquete
5276,brinquedos,2022/02/18,Blocos de montar
5277,gadgets,2023/02/18,Impressora
5278,eletrodomesticos,2023/02/18,Secadora de roupas
5279,moveis,2023/02/18,Sofá retrátil
5280,brinquedos,2023/02/18,Dinossauro Rex
5281,instrumentos musicais,2023/02/18,Pandeiro
5282,instrumentos musicais,2023/02/18,Bateria
5283,moveis,2023/02/18,Kit banquetas
5284,livros,2023/02/18,Iniciando em programação
5285,moveis,2020/03/18,Guarda roupas
5286,brinquedos,2020/03/18,Carrinho controle remoto
5287,gadgets,2020/03/18,Celular ABXY
5288,moveis,2020/03/18,Cama box
5289,esporte e lazer,2020/03/18,Bola de vôlei
5290,eletrodomesticos,2020/03/18,Geladeira
5291,gadgets,2020/03/18,Smart TV
5292,gadgets,2020/03/18,Smart TV
5293,moveis,2020/03/18,Kit banquetas
5294,gadgets,2020/03/18,Smart TV
5295,eletrodomesticos,2020/03/18,Lava louças
5296,esporte e lazer,2020/03/18,Corda de pular
5297,livros,2021/03/18,Dashboards com Power BI
5298,gadgets,2021/03/18,Fone de ouvido
5299,eletrodomesticos,2021/03/18,Secadora de roupas
5300,moveis,2021/03/18,Mesa de centro
5301,gadgets,2021/03/18,Tablet ABXY
5302,gadgets,2021/03/18,Smartwatch
5303,gadgets,2021/03/18,Smartwatch
5304,brinquedos,2022/03/18,Boneca bebê
5305,esporte e lazer,2022/03/18,Bola de basquete
5306,instrumentos musicais,2022/03/18,Violão
5307,eletrodomesticos,2022/03/18,Micro-ondas
5308,eletrodomesticos,2022/03/18,Lavadora de roupas
5309,brinquedos,2022/03/18,Cubo mágico 8x8
5310,gadgets,2023/03/18,Impressora
5311,gadgets,2023/03/18,Impressora
5312,livros,2023/03/18,Ciência de dados com python
5313,esporte e lazer,2023/03/18,Bicicleta
5314,moveis,2023/03/18,Sofá retrátil
5315,esporte e lazer,2023/03/18,Copo térmico
5316,gadgets,2023/03/18,Celular ABXY
5317,moveis,2020/04/18,Mesa de jantar
5318,esporte e lazer,2020/04/18,Mochila
5319,moveis,2020/04/18,Poltrona
5320,brinquedos,2020/04/18,Carrinho controle remoto
5321,brinquedos,2020/04/18,Xadrez de madeira
5322,eletrodomesticos,2020/04/18,Geladeira
5323,esporte e lazer,2021/04/18,Corda de pular
5324,brinquedos,2021/04/18,Blocos de montar
5325,brinquedos,2021/04/18,Cubo mágico 8x8
5326,gadgets,2021/04/18,Impressora
5327,esporte e lazer,2021/04/18,Mochila
5328,moveis,2021/04/18,Cama king
5329,eletrodomesticos,2021/04/18,Geladeira
5330,eletrodomesticos,2021/04/18,Micro-ondas
5331,instrumentos musicais,2021/04/18,Violão
5332,eletrodomesticos,2021/04/18,Micro-ondas
5333,gadgets,2021/04/18,TV Led UHD 4K
5334,esporte e lazer,2021/04/18,Corda de pular
5335,eletrodomesticos,2021/04/18,Secadora de roupas
5336,brinquedos,2021/04/18,Xadrez de madeira
5337,moveis,2022/04/18,Sofá retrátil
5338,eletrodomesticos,2022/04/18,Geladeira
5339,gadgets,2022/04/18,Celular ABXY
5340,esporte e lazer,2022/04/18,Bola de vôlei
5341,brinquedos,2022/04/18,Blocos de montar
5342,utilidades domesticas,2022/04/18,Faqueiro
5343,gadgets,2022/04/18,Smartwatch
5344,gadgets,2022/04/18,Smart TV
5345,moveis,2020/05/18,Mesa de centro
5346,moveis,2020/05/18,Poltrona
5347,esporte e lazer,2020/05/18,Bola de basquete
5348,utilidades domesticas,2020/05/18,Faqueiro
5349,moveis,2020/05/18,Cadeira de escritório
5350,moveis,2020/05/18,Mesa de jantar
5351,brinquedos,2020/05/18,Dinossauro Rex
5352,moveis,2020/05/18,Mesa de jantar
5353,instrumentos musicais,2020/05/18,Violão
5354,moveis,2021/05/18,Sofá retrátil
5355,moveis,2021/05/18,Cama box
5356,livros,2021/05/18,Ciência de dados com python
5357,brinquedos,2021/05/18,Dinossauro Rex
5358,gadgets,2021/05/18,TV Led UHD 4K
5359,eletrodomesticos,2021/05/18,Lava louças
5360,moveis,2021/05/18,Poltrona
5361,eletrodomesticos,2021/05/18,Lava louças
5362,livros,2022/05/18,Ciência de dados com python
5363,moveis,2022/05/18,Mesa de jantar
5364,esporte e lazer,2022/05/18,Copo térmico
5365,livros,2022/05/18,Ciência de dados com python
5366,brinquedos,2022/05/18,Xadrez de madeira
5367,moveis,2022/05/18,Sofá retrátil
5368,gadgets,2022/05/18,Assistente virtual
5369,moveis,2022/05/18,Mesa de centro
5370,livros,2020/06/18,Modelagem preditiva
5371,moveis,2020/06/18,Cômoda
5372,esporte e lazer,2020/06/18,Bicicleta
5373,eletrodomesticos,2020/06/18,Lavadora de roupas
5374,moveis,2020/06/18,Sofá retrátil
5375,brinquedos,2020/06/18,Blocos de montar
5376,moveis,2021/06/18,Cama box
5377,gadgets,2021/06/18,Smart TV
5378,moveis,2021/06/18,Cama box
5379,eletrodomesticos,2021/06/18,Lava louças
5380,esporte e lazer,2021/06/18,Corda de pular
5381,livros,2021/06/18,Modelagem preditiva
5382,gadgets,2021/06/18,TV Led UHD 4K
5383,instrumentos musicais,2021/06/18,Pandeiro
5384,gadgets,2022/06/18,Smartwatch
5385,brinquedos,2022/06/18,Carrinho controle remoto
5386,moveis,2022/06/18,Mesa de jantar
5387,livros,2022/06/18,Modelagem preditiva
5388,utilidades domesticas,2022/06/18,Jogo de panelas
5389,moveis,2022/06/18,Kit banquetas
5390,gadgets,2022/06/18,Smartwatch
5391,gadgets,2022/06/18,Smartwatch
5392,eletrodomesticos,2020/07/18,Geladeira
5393,gadgets,2020/07/18,Celular ABXY
5394,brinquedos,2020/07/18,Xadrez de madeira
5395,esporte e lazer,2020/07/18,Corda de pular
5396,livros,2020/07/18,Ciência de dados com python
5397,eletrodomesticos,2020/07/18,Lava louças
5398,eletrodomesticos,2020/07/18,Lava louças
5399,livros,2020/07/18,Iniciando em programação
5400,instrumentos musicais,2021/07/18,Guitarra
5401,eletrodomesticos,2021/07/18,Secadora de roupas
5402,esporte e lazer,2021/07/18,Bola de vôlei
5403,brinquedos,2021/07/18,Blocos de montar
5404,gadgets,2021/07/18,Smartwatch
5405,esporte e lazer,2021/07/18,Bola de basquete
5406,moveis,2021/07/18,Poltrona
5407,moveis,2021/07/18,Kit banquetas
5408,gadgets,2021/07/18,Smartwatch
5409,gadgets,2021/07/18,Tablet ABXY
5410,moveis,2021/07/18,Poltrona
5411,gadgets,2022/07/18,Fone de ouvido
5412,eletrodomesticos,2022/07/18,Micro-ondas
